,Unnamed: 0,cool,date,eliteStatus,friends,funny,location,name,phone,ratings,review,reviewHistory,useful,userlink,username
19555,112,1.0,1/11/2015,,285,1.0,"Bayside, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Once you enter the restaurant, everyone greets you with a hello and welcome in Korean. The environment is very traditional and friendly. Everyone is so polite and helpful. After you order you get complementary eggs and cucumbers, snacks. The hot pot there is good for a huge party. You can also get the one where they cook the live octopus. It's actually quite entertaining and unique. I personally always order the pumpkin dish with mozzarella dobuki and the beef in hot stone pot. They're both very delicious and mouth watering. It's two of the dishes that I highly recommend! After you're meal, they also provide you with this cucumber drink. I love it! It's so refreshing and tasty! This place is a must! If I can't eat in due to time, I order take out. Highly recommended! I wished I was old enough to try the watermelon soju!",119,1.0,/user_details?userid=pUdkKsCNaqEJrO8jKTLrqQ,Brenda L.
19556,113,1.0,7/17/2015,,5,1.0,"Coralville, IA",Sik Gaek Chun Ha,7183217770,5.0 star rating,awesome place! gave us free oyester and free korean wine! so generous!,10,1.0,/user_details?userid=m29QXxSntycKUZgySFvyYw,Zoe P.
19557,114,1.0,2/1/2015,,0,1.0,"Flushing, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"I came to this place few days ago  after I heard  of their noodle from my friend .  So, both I and my friend ordered Noddle. It looked appealing. There was  thick noodle  ,similar to udong ,clam and scallion in a lots of broth. The broth was rich  with seafood flavor well  matched with scallion . The noodle was delicious and crunch. It tasted like home made. We also had scallion and clam pancake. that was pretty good too. All of the staffs were kind and attentive. I read their menu . There were many seafood and looked  appealing . I will try them next time",16,1.0,/user_details?userid=EFdmTL4PD-dT3p29eDjYCw,Grace L.
19558,115,1.0,11/30/2014,,104,1.0,"New York, NY",Sik Gaek Chun Ha,7183217770,3.0 star rating,"My girlfriend's cousins and girlfriends and everyone decided to come here before going for a night of Karaoke.The place looked like a street market, it was really cool! Besides the fact that the seats were really uncomfortable - can't lean back! The servers were very loud and whenever someone came into the restaurant they;ll scream ""welcome!"" Or something like that.We ordered a seafood pot of 60 dollars, two pancakes (kimchi & seafood), 2 orders of kalbi, 2 bottles of beer, and watermelon soju.Because there were so many people, i didn't know what things were paid or free. The spicy rice cake and seafood pot was good. But I don't know, people weren't satisfied, and many were still hungry. The seafood casserole tasted ok, nothing too fantastic except the seafood, the seafood tasted good without seasoning so yea. It was ok... Just ok. The bill was not ok though, too much for all this food that was simply o-ok.",113,2.0,/user_details?userid=9bW1ruO21xrZ-mpZAqPN5w,Yuki B.
19559,116,2.0,5/15/2014,,76,2.0,"Yonkers, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"Finally, I came with Friends for dinner to try on their Live Octopus.. Driving from Westchester to Jersey then to flushing. As we came in we were greeted and seated right away by friendly looking staff. The first thing I realized was I was in K town.. Lively and of course Loud, being friends with Koreans been classified as one.Since, it's about Live octopus we were all excited.. Watched it  in Anthony Bourdains show previous year.. I was speechless.. The Chun- Pal which is a seafood Hot pot was excellent, the Kalbi was of course always been a fave.. The Live Octopus.. Squirmy but a definite win.. Fearless!The watermelon soju with its uniqueness on the presentation and taste it's a must to tryWhich I'm sure you'd be happy you did.The staff are awesome and efficient..  Just the noise from other customers.. Which are parts of drinking, eating and having a blast.A place I would be going back to with Friends & Family..Parking is not a problem .. They have valet.",170,2.0,/user_details?userid=AtgGi8ubKtrWE_NcLUEm1A,Bhee G.
19560,117,1.0,1/11/2015,,18,1.0,"New York, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"Waiters were friendly, seating was comfortable & the ambiance was nice & cozy. We got the seafood pot & a casserole. Very fresh, a must go for seafood fiends like me",2,1.0,/user_details?userid=Yi_oyFrQvm17UBZoB-2luA,Carmander H.
19561,118,1.0,10/22/2014,,0,2.0,"Hollis, Queens, NY",Sik Gaek Chun Ha,7183217770,2.0 star rating,Good place to go with groups. After watching Anthony bourdain we decided to Try something different. Place is very nice we had the   Seafood Platter hoping to see the live octopus die while they cook in in front of you.Well they said they don't do that anymore ended up paying 100 for that Then we had the watermelon suju. It all came up to about 120 dollars We gave the guys tip and didn't realize we were 2 dollars short from what they were expecting because it all already added towards the bill. We gave 15 they wanted 17 which is fine. We left as I was driving the guy ran out And stopes me half way leaving for two fucking dollars like we didn't pay our bills or something. The people who work there are very nice but I guess the owner gets the tips which I think is a bunch of bull shit which is why I am not going there anymore If it went to the guys working there I do not care anyways Instead of two dollars I gave him $5 more. Only reason why I am giving this place a 2 star rating is because the staff were nice.,13,4.0,/user_details?userid=nXUDJAMeV4HzlIzfYp6YeA,Harry B.
19562,119,2.0,10/11/2014,,32,2.0,"Flushing, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,This is thee best Korean seafood restaurant in all of NY easily Koreans come from jersey to eat here. They have live octopus here and during celebrations of holidays and special events the owner buys you beer as well as chicken cutlets on the house. I went here with a friend we ordered the clam broth which contained over 50 clams which were so fresh it made my mouth water for more. The broth was brewed for hours is on the pricey side but well worth it but be prepared to pay for quality food you get what you pay for,71,3.0,/user_details?userid=vupe_xu-geTO-gtLhfwblg,Robinson C.
19563,120,1.0,12/12/2014,,62,1.0,"Colton, CA",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Food amazing, the seafood is fantastic.  Flavors excellent.  Service is great.  Their seafood pizza and the seafood pot is the best. The dessert drink at the end is delicious.  The take out also great, the packaging they use is good quality",146,1.0,/user_details?userid=NqjHasG4tnxukvesw4dy0g,Rion H.
19564,121,1.0,5/25/2014,,31,1.0,"College Point, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"I usually don't like loud places but i dig the atmosphere here. Came with a friend who was visiting from jersey, we got the stir-fried gizzards and the pancake. As a chinese girl who loves her innards, if u get the gizzards right, u have a special place in her heart...yep, this place is officially the korean place for me now. The pancake was also damn good, def not soggy like most places. Need to come back and try the hotpots next time.",29,1.0,/user_details?userid=26zhImw9UHE-HYUSRqunxA,Christina L.
19565,122,1.0,11/22/2014,,84,1.0,"Gravesend, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,My favorite korean restaurant to go in queens.  Has the best marinated meat. Everything is a must get!,23,1.0,/user_details?userid=dYGXvqm6nb_Nvm4m9OhKSQ,Angela W.
19566,123,1.0,9/5/2013,,45,1.0,"Atlanta, GA",Sik Gaek Chun Ha,7183217770,4.0 star rating,"This place is so much fun and delicious.We went with a party of 5 (hey, that's a TV show!), ordered the dduk bok ggi and the seafood hot pot for 4.  We also got soju to top off everything. The dduk bok ggi was delicious!  They use the dduk that is from the package but it doesn't seem to matter that much.  It is flavored so well and really feels like you're eating dduk bok ggi from one of the street front stores in Korea. The seafood hot pot for 4 was no joke.  I think it could have easily fed 8 without anyone feeling hungry.  They bring this huge pan filled with seafood and other goodies and let it cook in front of you.  There was all kinds of stuff in there: lobster, mussels, crabs, shrimp, conch, squid, octopus, udon noodles, greens, and mushrooms.  The broth was amazing.  It kept getting better as the seafood boiled.  They usually put in rice at the end, but unfortunately the kitchen ran out, so they gave us noodles instead.  The mussels and crabs were not that great, but not so bad that it ruined the experience.Also, they fry eggs for you (over easy) when you first walk in, and you also get the egg custard with your meal.The waiters and waitresses were very attentive and fun to watch.  Hopefully I'll make it out this way again soon!",142,1.0,/user_details?userid=CgkmbDPxQOK5_kCCX9O9eg,Jumi Y.
19567,124,1.0,5/29/2014,,89,1.0,"FLUSHING, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,Always love here since the first time I came here. Great atmosphere!!! Great food also & the happy music!!!,9,1.0,/user_details?userid=ELYMhxXP2gZQSa4mYp0k4g,Rebekah T.
19568,125,1.0,6/2/2013,,21,1.0,"New Hyde Park, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"I came here with one of my other friends on a recommendation, and I was simply blown away. Once you walk through the entrance, you're cheerfully welcomed in Korean by an enthusiastic team of waiters/waitresses. The music is loud and the people eating are happy.The portions are large and worth every penny! I ordered the live octopus and the medium sized seafood pot (in total, the bill ran us $70)- I was stuffed! The food was delicious and impeccably fresh and tender. The thing is after eating here, the fullness that I felt wasn't the ""OH GOD I REGRET EVERYTHING"" kind of fullness... It's pleasant and clean. Next time however, I'd like to come here with more people. This restaurant is more suited for big parties, although you can come just for two people. I will come back again, no doubt about it!",13,2.0,/user_details?userid=MlZeSwQOiIMD5VgCW4Dkgw,Michelle L.
19569,126,4.0,4/15/2012,,740,2.0,"Queens, NY",Sik Gaek Chun Ha,7183217770,3.0 star rating,"Tried to come here on a weekend once. It was only 8pm, but the place was packed and rowdy, with tons of beer on every table, dance music blasting, and everyone roaring in Korean. Way too FRAT PARTY!!!, so we left.Gave it another shot recently for the lunch specials: $6.99 all week til 2pm. Nice! The usual menu is for sharing by large groups, but the lunch specials are Korean standards in individual-friendly portions. I'd compare the variety with Assi Plaza's food court (see my review!), but with plenty more atmosphere. Want something heavily sauced, very spicy, and very hot?  Get stone pot rice. The beef bone broth is milky and flavorful. I skipped the Korean tofu stew (soondubu jjigae is my favorite!), but tasted someone else's - not bad but not the best. Comes with the raw egg cracked into it already.  The interior is big, and reminds me of a vintage izakaya (don't know anything about old Korean pubs so a comparison to an izakaya it is). The walls are covered in crinkling currency, vintage schoolbooks, old satchels and coats... a little overdone, but in this area where sleek and IKEA are more the norm, I like it. There are lots of intimate booths inside that take up more room than the tables.When you sit down, they start the fire in the table and fry up one egg per person in a completely ancient looking pan. It's a cute, simple way to do appetizers! Otherwise the banchan is limited, again, like the Assi Plaza food court - actually, I think there was only kimchi?At first I thought the tea was diluted roast corn tea, which I adore, but I think it was actually rice tea - as in the starchy, cloudy water that comes from cooking rice..Overall the food is okay and the place definitely has character. I just wish evenings weren't so forbidding because of the extreme atmosphere and screaming drunkies. I would NOT try it without a Korean friend.As for the famed ""live octopus"" .... Did you know that octopuses have the largest brains of any invertebrate? As we all know from prowling Youtube, they can unscrew the lids of jars, for god's sake! Much as I enjoy consuming strange animals/animal parts (I really do), live cephalopodae are my exception!",738,2.0,/user_details?userid=c2BbxDdn6QTy33682gQDvQ,Ju L.
